1000 -33.544500 1.147484 -0.746550 72.193693 -0.113725 0.412180 2.266086 0.761551 1.396958 2.441272 2.536869 5.823466 2.634818 3.361140 1378.657019 30.400035 4.806699 -599.331402 46.066073 -2.446404 34445.406826 -4.987629 1670.861690 27.685475 2063.735249 23.373893 3.251080 336.234984 53.355070 -4.483947 15266.373004 -7.087490 1757.965267 25.146864 2039.896596 25.764929 3.672576 9.205509 425.924563 -11.127955 17018.879606 8.444320 1932.523919 26.398162
1001 2.015000 0.984404 -2.264921 71.010474 0.044130 0.011291 1.698038 -0.117014 1.514666 1.091873 1.438722 17.513713 6.053927 5.646437 0.000000 221817312577545.281250 137.990260 -11878.952690 11.911653 -1.689161 -3175.210406 -51.899778 993.351673 59.883244 313.069582 106.037065 8.633622 2444.285001 30.865867 -5.195978 909.823562 57.815704 1377.135531 48.055284 215.447018 145.966017 9.334027 3088.819114 28.621632 -5.808999 1582.904048 -52.722246 1315.503744 55.550595
1005 -23.842100 1.132368 17.453079 74.750497 0.377322 -0.377409 2.011456 -0.060921 1.664620 1.153215 1.166938 7.121615 6.249951 4.498156 1074.813914 37.410149 2.762601 1313.810961 34.142377 2.201436 906370.432474 -1.062220 569.630457 52.821321 1148.369524 32.827893 3.307370 44.159029 174.852039 8.260195 7525.546559 -9.466203 878.182408 37.763939 1137.570879 36.010235 3.282774 1257.617409 34.382476 2.901018 3201858.375987 -0.811495 863.203478 41.563452
1011 -16.680600 0.979822 8.895954 72.516165 0.504509 0.802930 0.567241 -0.259346 1.771861 3.427514 2.749895 9.415138 4.283542 4.682372 506.071366 70.362581 4.170722 0.000000 809340366584133582516182101000192.000000 403.004098 -3725.840806 24.120494 552.025097 67.018890 203.299626 116.787702 6.137000 -0.000000 7466396231498060720655826944.000000 -365.495294 -2531.573234 27.738768 562.487864 66.132063 194.457176 115.133858 6.190083 -0.000000 1748318998493274024233383493632.000000 395.453278 2468.597959 -27.085462 554.115286 64.160478
1012 113.219100 1.000213 78.130698 73.904893 0.960853 0.217839 1.145256 -0.170140 1.028557 1.335415 1.323270 4.296735 1.871496 1.734972 1.900261 894.174835 28.893584 -194.097573 77.298743 8.556916 -41869.564686 -2.310286 1334.575163 27.379344 1.336410 1000.318158 42.609252 -1754.172806 22.599469 -7.874614 -71.195793 -388443943.632608 1755.804324 23.764713 5.069646 501.717663 35.454223 1683.644041 23.332419 7.920424 -67.835498 -265148184.783874 1756.608326 23.976568
1013 -58.421600 1.130954 -34.759337 68.471250 0.222139 0.026011 1.395346 -0.035213 1.640368 1.703114 2.069342 4.822825 1.576618 1.427573 881.469214 53.733326 3.866090 0.000000 1267918991049927239926078309718599820000591085568.000000 568.852627 -5208.229302 -20.758406 830.670431 55.425819 1253.246350 40.597731 4.058615 0.000000 1492407901348892290643394560.000000 340.160090 6505.729055 -15.410018 1277.585659 40.213045 1188.801378 45.978858 4.117233 0.000000 62478569893838127531529275948662784.000000 426.913208 6327.149898 17.279590 1238.210995 45.052372
1015 -10.313400 1.005265 15.989149 69.763650 0.152015 -0.158559 1.148949 -0.119105 1.670690 1.578773 1.350774 4.633296 1.190273 1.319639 4129.517072 13.249910 5.000420 -1885.194908 19.456181 1.311149 -115573.109724 2.521648 4137.439975 13.289143 6956.821894 10.145717 4.713450 -2193.301978 17.307360 1.676370 91711.629672 -2.632125 6435.048276 10.568595 6945.287044 10.547306 4.580176 2558.967342 16.756881 -1.896618 -92254.591668 2.553616 6516.308509 10.906563
1016 65.540200 0.989258 14.623176 69.084838 0.408422 -0.495040 1.379816 -0.126054 1.008399 1.144461 1.139069 2.689870 1.772906 1.561948 4.026522 1092.074235 13.732941 -24.372562 378.456440 10.555295 -22.537594 -38209709.925828 506.048877 69.816015 2.513847 1220.894078 18.627573 -214.068686 98.102784 -8.735305 -80.748204 318.635079 737.088139 53.434512 12.468484 550.733286 14.331096 233.668941 103.445207 -8.094157 62.168532 -545.996484 711.430419 59.822518
1017 -57.662600 1.064750 -18.605735 69.520015 0.479705 0.170425 1.828892 0.191693 18.752974 9.616303 8.825190 54.089825 39.598619 29.444641 51.348474 481.703608 5.034844 867.309862 87.209897 1.396882 -151444.875812 2.791126 124.995789 272.527829 -471.897149 107.850713 2.965749 1130.263342 68.646044 1.356378 -161758.542457 -2.797300 -225.834817 167.394887 -627.539659 103.845521 2.645230 -1192.900874 75.319659 -1.312914 153161.187055 -3.261008 -257.195894 174.499737
1018 -45.155200 0.987793 -36.180688 74.867341 0.646784 0.013398 1.323552 -0.104553 1.518676 2.498881 2.306350 4.957990 2.941918 2.619604 861.503772 48.695637 3.580281 -0.000000 4630238939266782023336853504.000000 -297.370729 5084.978245 -18.085761 704.022325 54.452090 1098.292359 41.257980 3.670403 0.000000 3080893108669561128439657791488.000000 -475.834656 -5183.855221 17.567152 966.872413 44.169871 1089.890486 43.296843 3.708111 1389.554952 38.488347 2.580792 119374.103733 -2.046226 974.924752 45.954699
